0.897601 0.853481 0.824421 0.817798 0.828766 0.864821 0.931387 0.998120 1.026158 1.022756 1.024615 1.039848 1.050028 1.051913 1.054552 
0.868132 0.837269 0.809688 0.804907 0.824164 0.861550 0.917004 0.975822 1.009522 1.017945 1.032910 1.065259 1.089841 1.091868 1.083585 
0.861579 0.851702 0.833301 0.829838 0.853410 0.891795 0.936191 0.984927 1.025862 1.051422 1.077540 1.114305 1.139642 1.132520 1.104031 
0.866817 0.878760 0.875920 0.874844 0.899053 0.941000 0.982922 1.025112 1.069700 1.108292 1.140986 1.173864 1.192151 1.172680 1.121409 
0.866733 0.892735 0.907259 0.910795 0.932039 0.976678 1.022753 1.061403 1.101261 1.141678 1.175798 1.203860 1.216696 1.191737 1.128261 
0.859153 0.885689 0.913371 0.923504 0.938854 0.979777 1.028707 1.063805 1.090791 1.120751 1.150219 1.173521 1.183167 1.160893 1.102113 
0.854035 0.868294 0.900409 0.917686 0.927157 0.957586 1.003816 1.036112 1.050178 1.064817 1.084933 1.100242 1.102426 1.082918 1.039887 
0.853559 0.850456 0.877509 0.900003 0.907130 0.925645 0.965236 0.998368 1.009154 1.014934 1.027018 1.032470 1.021649 0.999577 0.973839 
0.849455 0.835306 0.851664 0.874976 0.884049 0.894297 0.924878 0.959600 0.976394 0.983989 0.994892 0.995666 0.975109 0.949812 0.939037 
0.839100 0.829474 0.837159 0.857207 0.870784 0.877764 0.895797 0.923585 0.943369 0.955601 0.970325 0.975701 0.957866 0.936248 0.938147 
0.828417 0.839797 0.848233 0.865125 0.884623 0.893373 0.896569 0.904402 0.913507 0.922930 0.939698 0.955072 0.951620 0.940680 0.950389 
0.818023 0.856731 0.876141 0.893796 0.919851 0.935328 0.928083 0.911620 0.900600 0.900122 0.914826 0.939120 0.953142 0.953494 0.961988 
0.804904 0.861552 0.894319 0.914935 0.944459 0.967943 0.959955 0.928781 0.902196 0.894305 0.907344 0.937142 0.964825 0.973326 0.973087 
0.802106 0.858624 0.897837 0.918516 0.943196 0.968318 0.965619 0.933352 0.902385 0.894363 0.909379 0.942092 0.978104 0.993768 0.985809 
0.835907 0.880405 0.917614 0.934414 0.946496 0.963020 0.963166 0.935290 0.904236 0.896939 0.914115 0.947164 0.986532 1.010335 1.002923 
0.911387 0.945395 0.977071 0.989859 0.989867 0.993734 0.992002 0.966445 0.931565 0.918706 0.934243 0.965284 1.002695 1.031716 1.030989 
0.996954 1.026893 1.050401 1.059125 1.054054 1.051165 1.048712 1.025787 0.986843 0.966373 0.979907 1.009955 1.040412 1.064454 1.066654 
1.056619 1.081144 1.087579 1.084590 1.077276 1.075387 1.077880 1.064483 1.032111 1.013725 1.031931 1.065290 1.085484 1.090987 1.084165 
1.083328 1.093938 1.072708 1.045863 1.030619 1.030463 1.040252 1.043332 1.032055 1.029818 1.058593 1.095978 1.103804 1.082243 1.056035 
1.086437 1.080548 1.034537 0.982803 0.955368 0.953211 0.966820 0.985741 1.000995 1.019348 1.053201 1.085108 1.078407 1.032735 0.987815 

0.948509 0.915054 0.900340 0.908454 0.923556 0.948838 0.997689 1.048643 1.061005 1.034876 1.009358 1.006642 1.018341 1.034289 1.047448 
0.913175 0.900616 0.894099 0.907656 0.932776 0.960789 0.998267 1.036521 1.045071 1.020472 1.001130 1.012529 1.037435 1.053203 1.057176 
0.885974 0.900153 0.904494 0.916919 0.944358 0.974881 1.004059 1.031891 1.043709 1.032775 1.025166 1.044335 1.072324 1.079310 1.064276 
0.873797 0.911494 0.927851 0.935664 0.958508 0.992230 1.021789 1.045768 1.063058 1.068306 1.073092 1.094725 1.119123 1.113798 1.075630 
0.873451 0.923418 0.951867 0.957937 0.973198 1.008144 1.043420 1.067814 1.086020 1.099382 1.110981 1.130784 1.149691 1.136616 1.083759 
0.875596 0.921806 0.959551 0.970466 0.979357 1.010578 1.050535 1.076988 1.090826 1.100937 1.110014 1.122208 1.133149 1.118494 1.066963 
0.874895 0.902110 0.941522 0.961043 0.966599 0.989240 1.029972 1.061403 1.072848 1.075219 1.075328 1.074223 1.071810 1.056521 1.018887 
0.870546 0.872535 0.903796 0.929015 0.933495 0.945814 0.984107 1.024621 1.042685 1.043011 1.036179 1.022451 1.004493 0.986382 0.966789 
0.861562 0.847308 0.865659 0.889958 0.894427 0.898256 0.930873 0.978986 1.009010 1.015210 1.009557 0.992936 0.967183 0.948071 0.945669 
0.847819 0.838642 0.849818 0.869774 0.876002 0.875611 0.897598 0.941116 0.974832 0.986068 0.986822 0.979328 0.960166 0.946855 0.959165 
0.831389 0.848088 0.865654 0.884925 0.896834 0.897886 0.905005 0.926919 0.946468 0.952664 0.957112 0.963463 0.960901 0.958329 0.979811 
0.812464 0.861203 0.896812 0.922834 0.944362 0.951891 0.945033 0.936642 0.930088 0.923384 0.926178 0.942432 0.956287 0.963294 0.985086 
0.791543 0.860289 0.915295 0.952225 0.982616 0.996998 0.981564 0.948290 0.918993 0.902575 0.903743 0.924380 0.949239 0.963226 0.979153 
0.781581 0.850867 0.917195 0.962944 0.995455 1.010243 0.990159 0.943569 0.902538 0.884866 0.889073 0.912357 0.944788 0.967545 0.979993 
0.807071 0.865529 0.933950 0.983976 1.011467 1.018220 0.993136 0.940156 0.892216 0.874493 0.883340 0.909834 0.948731 0.983464 0.999599 
0.878437 0.927923 0.993038 1.043944 1.065217 1.062098 1.032444 0.975259 0.917437 0.892081 0.901914 0.932002 0.974567 1.017079 1.037819 
0.973348 1.019096 1.074754 1.120739 1.138339 1.131937 1.104253 1.048452 0.981648 0.944529 0.953544 0.988808 1.029761 1.065640 1.080161 
1.055029 1.093596 1.127129 1.154726 1.166285 1.163334 1.146903 1.104164 1.041185 1.001132 1.014329 1.057908 1.092280 1.104779 1.097578 
1.102919 1.123728 1.122037 1.115756 1.112386 1.112275 1.110821 1.091333 1.049849 1.022358 1.044971 1.095711 1.119966 1.101151 1.064863 
1.114005 1.112931 1.078079 1.036800 1.014339 1.012912 1.022467 1.026559 1.014974 1.007558 1.034675 1.081126 1.091932 1.047747 0.989843 

0.982190 0.960429 0.955559 0.975027 0.997446 1.019034 1.055393 1.093674 1.095657 1.054542 1.005515 0.980354 0.985505 1.013017 1.042001 
0.953995 0.959591 0.969353 0.997167 1.028429 1.049509 1.070467 1.090071 1.079041 1.028666 0.977242 0.962173 0.980271 1.009322 1.032301 
0.920747 0.957300 0.979843 1.004236 1.033889 1.055517 1.068151 1.075890 1.063533 1.021922 0.981163 0.976777 1.001033 1.022092 1.026675 
0.902721 0.962921 0.994503 1.008244 1.027559 1.050054 1.063718 1.068480 1.061682 1.037738 1.014313 1.019000 1.043632 1.052072 1.032291 
0.910456 0.979913 1.018571 1.025062 1.032416 1.053559 1.071984 1.077751 1.074447 1.063265 1.052077 1.058689 1.078068 1.076041 1.038739 
0.928932 0.990405 1.034502 1.044479 1.045529 1.062313 1.084284 1.093112 1.090045 1.081516 1.070875 1.068328 1.075372 1.067323 1.027885 
0.936017 0.973440 1.016582 1.036903 1.038079 1.048143 1.071706 1.088854 1.090525 1.081422 1.064079 1.045068 1.034153 1.022633 0.995017 
0.927557 0.933498 0.965149 0.991728 0.994008 0.995509 1.018969 1.050488 1.066862 1.063048 1.042048 1.010237 0.983414 0.969968 0.960369 
0.915105 0.898616 0.913355 0.936494 0.936820 0.929195 0.949228 0.993546 1.028017 1.035067 1.018878 0.987626 0.956774 0.945120 0.952757 
0.905359 0.890094 0.895625 0.911443 0.909490 0.895586 0.907017 0.951058 0.992521 1.006372 0.999184 0.981679 0.961847 0.957292 0.977798 
0.892154 0.901501 0.914843 0.929765 0.931016 0.917209 0.915859 0.941816 0.970869 0.979904 0.977962 0.977791 0.976914 0.981968 1.009034 
0.867788 0.908656 0.943346 0.967749 0.978858 0.970948 0.956128 0.952952 0.956429 0.952745 0.950205 0.961389 0.976834 0.989806 1.016982 
0.836090 0.896516 0.953913 0.993478 1.015805 1.014018 0.987504 0.955803 0.934228 0.920464 0.916779 0.931950 0.956970 0.976825 1.001971 
0.814115 0.876299 0.948553 1.002502 1.031803 1.030712 0.994000 0.940824 0.901625 0.884818 0.884216 0.901242 0.932857 0.963455 0.991352 
0.822791 0.877686 0.956309 1.021471 1.053627 1.048145 1.002531 0.934147 0.880451 0.860790 0.865400 0.886725 0.926084 0.971740 1.008329 
0.872241 0.921683 1.000527 1.072904 1.107536 1.098776 1.048822 0.970537 0.900161 0.869654 0.876653 0.905557 0.952634 1.008597 1.050271 
0.951872 0.998593 1.069008 1.139449 1.175818 1.169646 1.124689 1.045968 0.961433 0.915006 0.921859 0.961230 1.012189 1.062245 1.092708 
1.035058 1.073859 1.121486 1.172938 1.203518 1.203090 1.172784 1.108103 1.023680 0.968673 0.977821 1.029491 1.079015 1.105052 1.105838 
1.094068 1.114996 1.127190 1.142688 1.155298 1.157220 1.145166 1.106840 1.042098 0.993719 1.008221 1.068701 1.112177 1.106752 1.072022 
1.110206 1.110001 1.089143 1.067109 1.056919 1.056762 1.059497 1.049428 1.015196 0.983145 0.998664 1.055381 1.088519 1.059112 1.000558 

1.000785 0.987400 0.983550 1.004394 1.030885 1.053514 1.084286 1.115323 1.114101 1.070138 1.010091 0.966747 0.959937 0.992184 1.036525 
0.987914 1.005598 1.020809 1.052120 1.085210 1.101778 1.110978 1.117661 1.097132 1.036283 0.966602 0.929325 0.935847 0.973346 1.016953 
0.961819 1.012528 1.042719 1.070001 1.097752 1.110653 1.108879 1.101560 1.075992 1.019252 0.957776 0.932421 0.947812 0.978764 1.004903 
0.946284 1.020386 1.059425 1.073896 1.087345 1.097652 1.095385 1.084461 1.063340 1.023622 0.981516 0.969707 0.988924 1.007225 1.007723 
0.959568 1.041175 1.085903 1.091606 1.090962 1.097356 1.097421 1.085786 1.067757 1.042251 1.015453 1.008637 1.023502 1.029546 1.010235 
0.986786 1.058786 1.107884 1.117885 1.112433 1.114257 1.115354 1.104194 1.086369 1.065958 1.041995 1.025897 1.026025 1.022908 0.998516 
0.997992 1.044769 1.092004 1.114551 1.113410 1.110959 1.112842 1.108662 1.097089 1.080070 1.052207 1.019123 0.998915 0.990154 0.974897 
0.988234 1.001271 1.034554 1.063891 1.066972 1.058641 1.061216 1.072185 1.078458 1.071750 1.044431 1.000554 0.965312 0.955007 0.955788 
0.980058 0.966010 0.977782 1.000989 1.001327 0.984150 0.984477 1.010712 1.038736 1.046931 1.028230 0.988540 0.952477 0.945176 0.960461 
0.986168 0.966823 0.964511 0.976400 0.970777 0.945461 0.938966 0.969526 1.008903 1.026242 1.018085 0.994565 0.971836 0.970898 0.994160 
0.989938 0.988239 0.990560 0.998905 0.992734 0.965547 0.949585 0.969453 1.002823 1.017702 1.014826 1.009112 1.005671 1.011933 1.036581 
0.970754 0.994261 1.016226 1.032836 1.033710 1.010914 0.985082 0.983742 0.998888 1.004349 1.001139 1.006619 1.019364 1.032493 1.055936 
0.933388 0.972149 1.015471 1.046070 1.055929 1.037630 1.001252 0.975126 0.969161 0.966712 0.962813 0.972219 0.994975 1.016852 1.042508 
0.901496 0.941383 0.998856 1.043032 1.059440 1.041432 0.993458 0.943317 0.917255 0.910514 0.909473 0.920685 0.950557 0.986266 1.021619 
0.892759 0.928140 0.992747 1.049438 1.072377 1.053671 0.996254 0.925312 0.878009 0.864767 0.868755 0.885060 0.923276 0.976134 1.025472 
0.911518 0.944490 1.010907 1.078383 1.111167 1.096961 1.037842 0.952987 0.882641 0.855275 0.862799 0.889544 0.937396 1.001564 1.057624 
0.956516 0.987494 1.046947 1.116761 1.158610 1.154497 1.104162 1.017534 0.929025 0.883201 0.891826 0.933064 0.988638 1.048210 1.091917 
1.019553 1.042609 1.081955 1.137316 1.177777 1.182500 1.148355 1.075279 0.983961 0.925570 0.934603 0.990415 1.049208 1.087379 1.099531 
1.076792 1.084746 1.094619 1.119702 1.144191 1.150318 1.133517 1.086272 1.011730 0.953656 0.962035 1.025744 1.082620 1.093229 1.068939 
1.095671 1.087953 1.072343 1.065464 1.067981 1.070106 1.067155 1.048350 1.002105 0.954094 0.956786 1.014770 1.064731 1.055552 1.007818 

1.023489 1.014623 1.004123 1.014033 1.033913 1.053696 1.079843 1.105147 1.103844 1.066434 1.010141 0.959809 0.941066 0.969834 1.022704 
1.022095 1.043343 1.052184 1.073121 1.098150 1.107748 1.107639 1.105777 1.084100 1.028315 0.959337 0.912038 0.906334 0.943900 1.002076 
1.006101 1.058815 1.083512 1.101316 1.119294 1.121478 1.107411 1.090552 1.063216 1.009644 0.946565 0.910439 0.914611 0.946999 0.989219 
0.994000 1.069126 1.104890 1.112204 1.115319 1.112152 1.095439 1.074397 1.050919 1.012749 0.967872 0.946228 0.956212 0.976643 0.992895 
1.002846 1.085800 1.130477 1.132853 1.123594 1.115690 1.099389 1.075777 1.053622 1.028056 0.997984 0.982518 0.989868 0.998524 0.994328 
1.023806 1.099203 1.151408 1.162339 1.152263 1.141523 1.124748 1.097959 1.072538 1.050437 1.023393 0.999620 0.992932 0.992174 0.981412 
1.033043 1.086749 1.139070 1.165662 1.164797 1.153522 1.136863 1.112562 1.089125 1.069469 1.040271 1.001405 0.974985 0.967753 0.963289 
1.028249 1.051346 1.089490 1.123543 1.130497 1.117097 1.101099 1.088114 1.078937 1.069634 1.044045 0.997566 0.957531 0.947948 0.955811 
1.033576 1.029349 1.043085 1.069086 1.074053 1.053592 1.035677 1.036514 1.047767 1.053867 1.039006 0.998955 0.959100 0.951223 0.969228 
1.060058 1.045272 1.040088 1.051583 1.048887 1.019983 0.996811 1.005142 1.030790 1.047201 1.042190 1.017081 0.989249 0.985072 1.005961 
1.082263 1.076015 1.070082 1.074947 1.068880 1.036995 1.008358 1.015016 1.043481 1.060735 1.058662 1.047392 1.035985 1.036252 1.054196 
1.070724 1.079853 1.088292 1.098071 1.095374 1.066500 1.033555 1.031305 1.053887 1.067321 1.063493 1.060054 1.063438 1.070612 1.086717 
1.032011 1.049039 1.073549 1.092343 1.093648 1.067276 1.028104 1.010782 1.021978 1.032356 1.027899 1.027526 1.042191 1.061485 1.083732 
0.996983 1.012015 1.045711 1.071805 1.074613 1.047017 0.998169 0.960012 0.953378 0.960273 0.958896 0.961015 0.984545 1.021009 1.058286 
0.980906 0.991850 1.029040 1.062615 1.069963 1.043413 0.986883 0.926390 0.894700 0.892560 0.896452 0.904791 0.936701 0.990317 1.044374 
0.978308 0.988127 1.025411 1.068321 1.088250 1.072091 1.017605 0.941540 0.882380 0.863965 0.872901 0.893592 0.934359 0.996959 1.057685 
0.989938 0.998105 1.029011 1.076903 1.111624 1.112237 1.070444 0.992333 0.912967 0.875729 0.887846 0.925425 0.974618 1.032043 1.080578 
1.025420 1.026594 1.041586 1.081525 1.120811 1.133327 1.107887 1.042098 0.958480 0.907327 0.918978 0.971703 1.026722 1.066401 1.086123 
1.073352 1.063741 1.058028 1.077493 1.105989 1.118563 1.105933 1.062063 0.991871 0.936111 0.941213 0.999052 1.055333 1.074163 1.062087 
1.094008 1.075720 1.055183 1.052926 1.063487 1.068758 1.063697 1.043061 0.996389 0.943812 0.935390 0.983633 1.036010 1.041747 1.010319 

1.053081 1.049339 1.032776 1.026131 1.028582 1.035764 1.051634 1.067373 1.063003 1.034311 0.992542 0.949498 0.926136 0.947323 0.999546 
1.054191 1.074542 1.072838 1.075830 1.084011 1.081494 1.071403 1.061963 1.041730 0.999476 0.946735 0.904496 0.890932 0.920524 0.981596 
1.047006 1.092764 1.104638 1.105418 1.107397 1.096669 1.072020 1.049431 1.027050 0.989132 0.941307 0.907408 0.901370 0.925099 0.971268 
1.039716 1.104712 1.129466 1.124196 1.113764 1.096916 1.068462 1.042460 1.025177 1.001512 0.968381 0.946020 0.945329 0.958078 0.979235 
1.039041 1.112556 1.151303 1.148070 1.130123 1.109984 1.081684 1.052622 1.035225 1.020821 0.998721 0.981290 0.980084 0.984189 0.986560 
1.043533 1.113269 1.164873 1.176387 1.163345 1.144143 1.116065 1.081263 1.055944 1.040524 1.019522 0.995444 0.984183 0.982335 0.978868 
